id,area,weakness,fix_contract,test_contract,prompt_status,resolution_status,dedupe_status,linked_w_id,package,evidence,next_action,commit
R0001,RISK-CAT-01 Source-of-truth / Git / execution control,активная папка снова не GitHub-backed,"зафиксировать GitHub-backed baseline, commit/push, state file, diff, screenshot evidence и continuation capsule",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,FIXED_WITH_CODE_AND_TEST,direct_status,,P01,gh auth status logged in as ddotdanyaa; origin configured to https://github.com/ddotdanyaa/lifeos-final33.git; Product Brain GitHub Release Map records push retry.,Owner: run gh auth login or provide a GitHub remote URL; then run npm run release:push -- <repo-url>.,ab069cc
R0002,RISK-CAT-01 Source-of-truth / Git / execution control,изменения остаются локальными без commit/push,"зафиксировать GitHub-backed baseline, commit/push, state file, diff, screenshot evidence и continuation capsule",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,BLOCKED_EXTERNAL_NETWORK_RETRY_WITH_PROOF,direct_status,,P01,"Local commits exist, auth works, origin exists; git push reached object upload but remote returned HTTP 408.",Owner: run gh auth login or provide a GitHub remote URL; then run npm run release:push -- <repo-url>.,ab069cc
R0611,RISK-CAT-16 Local-first storage / offline / performance,no cache invalidation,"укрепить storage: IndexedDB schema, migrations, quota, worker indexing, offline/stale/cache state, performance tests",IndexedDB migration/quota/performance/reload tests,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P16,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0612,RISK-CAT-16 Local-first storage / offline / performance,no search index incremental update,"укрепить storage: IndexedDB schema, migrations, quota, worker indexing, offline/stale/cache state, performance tests",IndexedDB migration/quota/performance/reload tests,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P16,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0613,RISK-CAT-16 Local-first storage / offline / performance,search blocks UI on large vault,"укрепить storage: IndexedDB schema, migrations, quota, worker indexing, offline/stale/cache state, performance tests",IndexedDB migration/quota/performance/reload tests,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P16,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0614,RISK-CAT-16 Local-first storage / offline / performance,graph layout blocks UI,"укрепить storage: IndexedDB schema, migrations, quota, worker indexing, offline/stale/cache state, performance tests",IndexedDB migration/quota/performance/reload tests,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P12,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0615,RISK-CAT-16 Local-first storage / offline / performance,no web worker for heavy indexing,"укрепить storage: IndexedDB schema, migrations, quota, worker indexing, offline/stale/cache state, performance tests",IndexedDB migration/quota/performance/reload tests,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P16,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0616,RISK-CAT-16 Local-first storage / offline / performance,no performance benchmark,"укрепить storage: IndexedDB schema, migrations, quota, worker indexing, offline/stale/cache state, performance tests",IndexedDB migration/quota/performance/reload tests,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P16,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0617,RISK-CAT-16 Local-first storage / offline / performance,no memory leak from object URLs,"укрепить storage: IndexedDB schema, migrations, quota, worker indexing, offline/stale/cache state, performance tests",IndexedDB migration/quota/performance/reload tests,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P16,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0618,RISK-CAT-16 Local-first storage / offline / performance,no cleanup for old blobs,"укрепить storage: IndexedDB schema, migrations, quota, worker indexing, offline/stale/cache state, performance tests",IndexedDB migration/quota/performance/reload tests,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P16,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0619,RISK-CAT-16 Local-first storage / offline / performance,no compression strategy,"укрепить storage: IndexedDB schema, migrations, quota, worker indexing, offline/stale/cache state, performance tests",IndexedDB migration/quota/performance/reload tests,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P16,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0620,RISK-CAT-16 Local-first storage / offline / performance,no fixture for 1k/10k objects,"укрепить storage: IndexedDB schema, migrations, quota, worker indexing, offline/stale/cache state, performance tests",IndexedDB migration/quota/performance/reload tests,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P16,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0621,RISK-CAT-16 Local-first storage / offline / performance,no slow-device mobile test,"укрепить storage: IndexedDB schema, migrations, quota, worker indexing, offline/stale/cache state, performance tests",IndexedDB migration/quota/performance/reload tests,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P16,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0622,RISK-CAT-16 Local-first storage / offline / performance,no first-load performance budget,"укрепить storage: IndexedDB schema, migrations, quota, worker indexing, offline/stale/cache state, performance tests",IndexedDB migration/quota/performance/reload tests,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P07,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0623,RISK-CAT-16 Local-first storage / offline / performance,no autosave debounce,"укрепить storage: IndexedDB schema, migrations, quota, worker indexing, offline/stale/cache state, performance tests",IndexedDB migration/quota/performance/reload tests,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P16,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0624,RISK-CAT-16 Local-first storage / offline / performance,no conflict handling between tabs,"укрепить storage: IndexedDB schema, migrations, quota, worker indexing, offline/stale/cache state, performance tests",IndexedDB migration/quota/performance/reload tests,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P16,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0625,RISK-CAT-16 Local-first storage / offline / performance,no storage corruption detection,"укрепить storage: IndexedDB schema, migrations, quota, worker indexing, offline/stale/cache state, performance tests",IndexedDB migration/quota/performance/reload tests,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P16,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0626,RISK-CAT-16 Local-first storage / offline / performance,no repository compact/repair,"укрепить storage: IndexedDB schema, migrations, quota, worker indexing, offline/stale/cache state, performance tests",IndexedDB migration/quota/performance/reload tests,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P04,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0627,RISK-CAT-16 Local-first storage / offline / performance,no object-level checksums,"укрепить storage: IndexedDB schema, migrations, quota, worker indexing, offline/stale/cache state, performance tests",IndexedDB migration/quota/performance/reload tests,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P16,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0628,RISK-CAT-16 Local-first storage / offline / performance,no upload/import progress,"укрепить storage: IndexedDB schema, migrations, quota, worker indexing, offline/stale/cache state, performance tests",IndexedDB migration/quota/performance/reload tests,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P16,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0629,RISK-CAT-16 Local-first storage / offline / performance,no transactional apply all,"укрепить storage: IndexedDB schema, migrations, quota, worker indexing, offline/stale/cache state, performance tests",IndexedDB migration/quota/performance/reload tests,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P05,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0630,RISK-CAT-16 Local-first storage / offline / performance,no rollback if transaction fails,"укрепить storage: IndexedDB schema, migrations, quota, worker indexing, offline/stale/cache state, performance tests",IndexedDB migration/quota/performance/reload tests,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P15,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0631,RISK-CAT-16 Local-first storage / offline / performance,no cache version display,"укрепить storage: IndexedDB schema, migrations, quota, worker indexing, offline/stale/cache state, performance tests",IndexedDB migration/quota/performance/reload tests,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P16,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0632,RISK-CAT-16 Local-first storage / offline / performance,no stale UI detector,"укрепить storage: IndexedDB schema, migrations, quota, worker indexing, offline/stale/cache state, performance tests",IndexedDB migration/quota/performance/reload tests,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P16,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0633,RISK-CAT-16 Local-first storage / offline / performance,no multiple tab sync,"укрепить storage: IndexedDB schema, migrations, quota, worker indexing, offline/stale/cache state, performance tests",IndexedDB migration/quota/performance/reload tests,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P16,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0634,RISK-CAT-16 Local-first storage / offline / performance,no crash recovery,"укрепить storage: IndexedDB schema, migrations, quota, worker indexing, offline/stale/cache state, performance tests",IndexedDB migration/quota/performance/reload tests,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P15,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0635,RISK-CAT-16 Local-first storage / offline / performance,no large audio warning,"укрепить storage: IndexedDB schema, migrations, quota, worker indexing, offline/stale/cache state, performance tests",IndexedDB migration/quota/performance/reload tests,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P11,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0636,RISK-CAT-16 Local-first storage / offline / performance,no lazy-load for workspaces,"укрепить storage: IndexedDB schema, migrations, quota, worker indexing, offline/stale/cache state, performance tests",IndexedDB migration/quota/performance/reload tests,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P16,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0637,RISK-CAT-16 Local-first storage / offline / performance,no virtualized lists,"укрепить storage: IndexedDB schema, migrations, quota, worker indexing, offline/stale/cache state, performance tests",IndexedDB migration/quota/performance/reload tests,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P16,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0638,RISK-CAT-16 Local-first storage / offline / performance,no graph data caching,"укрепить storage: IndexedDB schema, migrations, quota, worker indexing, offline/stale/cache state, performance tests",IndexedDB migration/quota/performance/reload tests,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P12,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0639,RISK-CAT-16 Local-first storage / offline / performance,no background indexing status,"укрепить storage: IndexedDB schema, migrations, quota, worker indexing, offline/stale/cache state, performance tests",IndexedDB migration/quota/performance/reload tests,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P16,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0640,RISK-CAT-16 Local-first storage / offline / performance,no persistent log cap/rotation,"укрепить storage: IndexedDB schema, migrations, quota, worker indexing, offline/stale/cache state, performance tests",IndexedDB migration/quota/performance/reload tests,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P16,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0641,RISK-CAT-17 Tests / fixtures / evidence / regression,too few e2e tests,"добавить owner-flow e2e, fixtures, screenshots, no-hardcoded audit, persistence/mobile/negative tests",must appear in npm run e2e:owner and ledger evidence,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P20,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
