ID,Type,C section,Canonical section title,UX/build bucket,Workspace,Primary route,Build phase,Core objects,Implementation stance,Acceptance hint,Title,Essence excerpt,Canon line,Source path
C14-028,Функция,C14,ОТНОШЕНИЯ И БЛИЗКИЙ КРУГ,Life Domains / Wellbeing / Money / Family,Domains,/app/domains,PLAN_TBD_BY_ARTIFACT_AUDIT,"HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack",implement as product capability,Домены не ломают ядро; каждый доменный объект — LifeObject с source/receipt/control/graph.,Мягкий внешний свидетель прогресса,"человек должен иметь возможность подключить друга, партнёра или ментора без превращения слоя отношений в соцсеть.",9014,docs/source_of_truth/LifeOS_canon_v33.md
C14-029,Функция,C14,ОТНОШЕНИЯ И БЛИЗКИЙ КРУГ,Life Domains / Wellbeing / Money / Family,Domains,/app/domains,PLAN_TBD_BY_ARTIFACT_AUDIT,"HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack",implement as product capability,Домены не ломают ядро; каждый доменный объект — LifeObject с source/receipt/control/graph.,Важные совместные дела близкого круга,"у близких есть не только общие обещания, но и конкретные важные совместные дела, которые нельзя терять.",9020,docs/source_of_truth/LifeOS_canon_v33.md
C14-030,Функция,C14,ОТНОШЕНИЯ И БЛИЗКИЙ КРУГ,Life Domains / Wellbeing / Money / Family,Domains,/app/domains,PLAN_TBD_BY_ARTIFACT_AUDIT,"HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack",implement as product capability,Домены не ломают ядро; каждый доменный объект — LifeObject с source/receipt/control/graph.,Неотложные темы с близкими,срочные или чувствительные темы близкого круга должны быть видимы отдельно от всего остального.,9026,docs/source_of_truth/LifeOS_canon_v33.md
C14-031,Функция,C14,ОТНОШЕНИЯ И БЛИЗКИЙ КРУГ,Providers / Local AI / Media / Screen,Providers,/app/providers,PLAN_TBD_BY_ARTIFACT_AUDIT,"ProviderBoundary, ModelProfile, MediaTranscriptJob, ScreenSession, DeviceSyncState",implement as product capability,"Никаких fake cloud/model/screen/VPN success; только readiness, preview, explicit setup/approval.",Временный шаринг локации близкому человеку,"для позднего возвращения, поездки или тревожного маршрута нужен временный режим передачи текущей локации близкому человеку.",9032,docs/source_of_truth/LifeOS_canon_v33.md
C14-032,Функция,C14,ОТНОШЕНИЯ И БЛИЗКИЙ КРУГ,Providers / Local AI / Media / Screen,Providers,/app/providers,PLAN_TBD_BY_ARTIFACT_AUDIT,"ProviderBoundary, ModelProfile, MediaTranscriptJob, ScreenSession, DeviceSyncState",implement as product capability,"Никаких fake cloud/model/screen/VPN success; только readiness, preview, explicit setup/approval.",Автоотключаемый режим совместной геопозиции,совместная геопозиция должна сама выключаться по завершении окна или прибытии.,9039,docs/source_of_truth/LifeOS_canon_v33.md
C14-033,Функция,C14,ОТНОШЕНИЯ И БЛИЗКИЙ КРУГ,Life Domains / Wellbeing / Money / Family,Domains,/app/domains,PLAN_TBD_BY_ARTIFACT_AUDIT,"HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack",implement as product capability,Домены не ломают ядро; каждый доменный объект — LifeObject с source/receipt/control/graph.,Скрытые превью чувствительных нитей общения,для конфликтных и чувствительных разговоров уведомления должны уметь скрывать превью текста на экране.,9045,docs/source_of_truth/LifeOS_canon_v33.md
C14-034,Функция,C14,ОТНОШЕНИЯ И БЛИЗКИЙ КРУГ,LifeGraph / Entities,Graph,/app/graph,"PLAN_TBD_BY_ARTIFACT_AUDIT, PLAN_TBD_BY_ARTIFACT_AUDIT","GraphNode, GraphEdge, Entity, EntityCandidate, RelationshipReason",implement as product capability,Graph edge имеет source/provenance/confidence; можно скрыть/исправить связь через безопасный preview.,Карта людей и близкого круга,"система должна уметь держать живую карту людей, ролей, близости, частоты контакта и значимых связей.",9054,docs/source_of_truth/LifeOS_canon_v33.md
C14-035,Функция,C14,ОТНОШЕНИЯ И БЛИЗКИЙ КРУГ,Life Domains / Wellbeing / Money / Family,Domains,/app/domains,PLAN_TBD_BY_ARTIFACT_AUDIT,"HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack",implement as product capability,Домены не ломают ядро; каждый доменный объект — LifeObject с source/receipt/control/graph.,Знакомства и подбор по явно выбранным критериям,"должен существовать добровольный слой знакомства и подбора людей по открыто выбранным критериям, интересам и форматам контакта.",9060,docs/source_of_truth/LifeOS_canon_v33.md
C14-036,Функция,C14,ОТНОШЕНИЯ И БЛИЗКИЙ КРУГ,Life Domains / Wellbeing / Money / Family,Domains,/app/domains,PLAN_TBD_BY_ARTIFACT_AUDIT,"HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack",implement as product capability,Домены не ломают ядро; каждый доменный объект — LifeObject с source/receipt/control/graph.,Отдельный профиль знакомств,"контур знакомства должен иметь собственный профиль, отличённый от личной жизни, памяти и скрытых внутренних слоёв.",9066,docs/source_of_truth/LifeOS_canon_v33.md
C14-037,Функция,C14,ОТНОШЕНИЯ И БЛИЗКИЙ КРУГ,Life Domains / Wellbeing / Money / Family,Domains,/app/domains,PLAN_TBD_BY_ARTIFACT_AUDIT,"HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack",implement as product capability,Домены не ломают ядро; каждый доменный объект — LifeObject с source/receipt/control/graph.,"Группы, клубы и сообщества","люди должны уметь собираться в клубы, группы и микро-сообщества вокруг интересов, событий, книг, практик и маршрутов.",9072,docs/source_of_truth/LifeOS_canon_v33.md
C14-038,Функция,C14,ОТНОШЕНИЯ И БЛИЗКИЙ КРУГ,Life Domains / Wellbeing / Money / Family,Domains,/app/domains,PLAN_TBD_BY_ARTIFACT_AUDIT,"HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack",implement as product capability,Домены не ломают ядро; каждый доменный объект — LifeObject с source/receipt/control/graph.,Организация встреч между людьми и группами,"контур отношений должен уметь доводить общение до реальной встречи, мероприятия или совместного действия.",9078,docs/source_of_truth/LifeOS_canon_v33.md
C14-039,Функция,C14,ОТНОШЕНИЯ И БЛИЗКИЙ КРУГ,Life Domains / Wellbeing / Money / Family,Domains,/app/domains,PLAN_TBD_BY_ARTIFACT_AUDIT,"HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack",implement as product capability,Домены не ломают ядро; каждый доменный объект — LifeObject с source/receipt/control/graph.,Отзывы и сигналы доверия по взаимодействию,"после встречи, курса, события или групповой активности могут накапливаться сигналы доверия и полезности взаимодействия.",9084,docs/source_of_truth/LifeOS_canon_v33.md
C14-040,Качество,C14,ОТНОШЕНИЯ И БЛИЗКИЙ КРУГ,Life Domains / Wellbeing / Money / Family,Domains,/app/domains,PLAN_TBD_BY_ARTIFACT_AUDIT,"HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack",build as acceptance criterion,Домены не ломают ядро; каждый доменный объект — LifeObject с source/receipt/control/graph.,"Социальный слой усиливает жизнь, а не высасывает внимание","отношения, события, форумы и знакомства должны подталкивать к реальной ценности, а не к бессмысленному скроллу и шуму.",9090,docs/source_of_truth/LifeOS_canon_v33.md
C15-001,Качество,C15,"ДОМ, СЕМЬЯ, БЫТ И ИНВЕНТАРЬ",Life Domains / Wellbeing / Money / Family,Domains,/app/domains,PLAN_TBD_BY_ARTIFACT_AUDIT,"HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack",build as acceptance criterion,Домены не ломают ядро; каждый доменный объект — LifeObject с source/receipt/control/graph.,Дом как операционный слой,"дом должен ощущаться как целостный бытовой контур, а не как набор разрозненных списков.",9100,docs/source_of_truth/LifeOS_canon_v33.md
C15-002,Качество,C15,"ДОМ, СЕМЬЯ, БЫТ И ИНВЕНТАРЬ",Life Domains / Wellbeing / Money / Family,Domains,/app/domains,PLAN_TBD_BY_ARTIFACT_AUDIT,"HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack",build as acceptance criterion,Домены не ломают ядро; каждый доменный объект — LifeObject с source/receipt/control/graph.,Бытовой домен поверх общего ядра,"семья и быт должны жить на том же ядре, что и остальная жизнь, а не как отдельное приложение.",9106,docs/source_of_truth/LifeOS_canon_v33.md
